Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_166_length_1321_cov_3.865756_NEMO-NC3|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas sp. HMWF004
NODE_166_length_1397_cov_1.746970_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_166_length_1523_cov_3.036653_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_166_length_1650_cov_3.620470_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_167_length_1033_cov_3.107741_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_167_length_1110_cov_16.775411_MEMO115|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_167_length_1248_cov_4.393681_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_167_length_1255_cov_3.025467_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_167_length_1321_cov_2.004823_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula ochroleuca
NODE_167_length_1520_cov_3.345807_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_167_length_1649_cov_8.949746_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_167_length_2668_cov_6.652258_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_168_length_1110_cov_1.131655_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_168_length_1391_cov_1.853120_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_168_length_1517_cov_2.993750_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis
NODE_168_length_1645_cov_4.544005_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
NODE_169_length_1026_cov_3.827187_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_169_length_1148_cov_4.207283_MEMO149|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_169_length_1213_cov_10.482394_MEMO113|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	Lasius niger
NODE_169_length_1250_cov_2.809889_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_169_length_1316_cov_3.499596_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei
NODE_169_length_1387_cov_6.709160_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_169_length_1516_cov_6.486449_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_169_length_1643_cov_5.671775_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_17_length_1038_cov_2.505723_MEMO132|full	Eukaryota	Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	Armadillidium nasatum
NODE_17_length_1042_cov_2.251813_NEMO48|full	Eukaryota	Arthropoda	Insecta	unclassified	unclassified	unclassified	unclassified
NODE_17_length_1125_cov_1.618321_NEMO13|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles stephensi
NODE_17_length_1187_cov_4.240541_MEMO106|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia pipientis
NODE_17_length_1194_cov_3.745748_MEMO017|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Erwinia phage Midgardsormr38
NODE_17_length_1215_cov_2.100176_MEMO009-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_17_length_1370_cov_2.864656_MEMO046-NC|full	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	unclassified	unclassified	Anaerolineales bacterium
NODE_17_length_1442_cov_2.636630_MEMO097|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_17_length_1453_cov_4.183866_MEMO023|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_17_length_1744_cov_6.076185_MEMO076-NC|full	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MP131-18
NODE_17_length_2027_cov_6.103590_NEMO20|full	Eukaryota	Microsporidia	unclassified	unclassified	unclassified	Cucumispora	Cucumispora dikerogammari
NODE_17_length_2152_cov_8.571084_MEMO011|full	Eukaryota	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Helianthus	Helianthus annuus
NODE_17_length_2199_cov_4.662582_MEMO115|full	Eukaryota	Arthropoda	Arachnida	Scorpiones	Buthidae	Centruroides	Centruroides sculpturatus
NODE_17_length_2202_cov_8.275294_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_17_length_2243_cov_12.264081_MEMO116|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	unclassified	unclassified
NODE_17_length_2481_cov_2.280366_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_17_length_2857_cov_10.116547_MEMO113|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_17_length_2975_cov_4.788130_MEMO111|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 2
NODE_17_length_3009_cov_4.458049_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_17_length_4207_cov_9.984019_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_17_length_9122_cov_7.689442_MEMO108|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_170_length_1103_cov_6.493177_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_170_length_1240_cov_9.656922_MEMO111|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NODE_170_length_1248_cov_6.065756_NEMO-NC2|full	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	Bacteroidales bacterium
NODE_170_length_1311_cov_11.413290_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_170_length_1387_cov_1.525954_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_170_length_1515_cov_2.311544_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_170_length_1642_cov_4.066454_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_171_length_1024_cov_2.534319_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Candidatus Dependentiae bacterium
NODE_171_length_1306_cov_4.889341_NEMO-NC3|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Microcystis phage Mic1
NODE_171_length_1513_cov_3.869081_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_171_length_1641_cov_4.989770_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_172_length_1023_cov_2.713531_MEMO076-NC|full	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	unclassified	unclassified	Anaerolineales bacterium
NODE_172_length_1238_cov_6.066322_MEMO111|full	Eukaryota	Arthropoda	Insecta	unclassified	unclassified	unclassified	unclassified
NODE_172_length_1247_cov_7.182906_NEMO-NC2|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	unclassified	unclassified
NODE_172_length_1304_cov_4.343928_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_172_length_1382_cov_2.918774_MEMO112|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	bacterium
NODE_172_length_1512_cov_3.643902_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_172_length_1635_cov_7.372914_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_173_length_1082_cov_1.815920_MEMO087|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_173_length_1245_cov_6.083048_NEMO-NC2|full	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Alphaproteobacteria bacterium ADurb.BinA280
NODE_173_length_1303_cov_2.507341_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_173_length_1510_cov_2.919749_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_173_length_1633_cov_2.395244_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_173_length_2023_cov_2.057554_MEMO050|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_174_length_1022_cov_1.817989_MEMO076-NC|full	Eukaryota	Chordata	Mammalia	Primates	unclassified	unclassified	unclassified
NODE_174_length_1092_cov_1.911330_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_174_length_1201_cov_1.164591_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_174_length_1244_cov_1.769494_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_174_length_1502_cov_2.796491_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_174_length_1626_cov_3.103938_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_175_length_1017_cov_4.203191_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_175_length_1162_cov_3.055300_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	unclassified
NODE_175_length_1197_cov_2.356250_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_175_length_1227_cov_3.058261_MEMO111|full	Eukaryota	Arthropoda	Insecta	Lepidoptera	Psychidae	Eumeta	Eumeta japonica
NODE_175_length_1243_cov_9.389365_NEMO-NC2|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium
NODE_175_length_1297_cov_1.827869_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_175_length_1502_cov_2.428070_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_176_length_1090_cov_1.233959_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_176_length_1160_cov_1.764543_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_176_length_1227_cov_3.053043_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_176_length_1243_cov_7.135506_NEMO-NC2|full	Bacteria	Cyanobacteria	unclassified	Nostocales	Calotrichaceae	Calothrix	unclassified
NODE_176_length_1296_cov_2.403610_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_176_length_1372_cov_5.099614_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_176_length_1498_cov_4.914145_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea neteri
NODE_177_length_1017_cov_2.136170_MEMO076-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Betaproteobacteria bacterium
NODE_177_length_1089_cov_2.126482_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_177_length_1243_cov_3.445111_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_177_length_1294_cov_2.199671_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_177_length_1484_cov_3.084577_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_178_length_1016_cov_3.392971_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_178_length_1196_cov_8.633601_MEMO113|full	Eukaryota	Arthropoda	Insecta	unclassified	unclassified	unclassified	unclassified
NODE_178_length_1242_cov_2.594850_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_178_length_1293_cov_4.575658_NEMO-NC3|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_178_length_1364_cov_1.393162_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_178_length_1481_cov_1.728632_MEMO033|full	Eukaryota	Arthropoda	Insecta	Lepidoptera	Plutellidae	Plutella	Plutella xylostella
NODE_178_length_1606_cov_4.078483_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_179_length_1016_cov_2.519702_MEMO076-NC|full	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Proteobacteria bacterium
NODE_179_length_1242_cov_1.806867_NEMO-NC2|full	Archaea	Crenarchaeota	Thermoprotei	unclassified	unclassified	unclassified	Thermoprotei archaeon
NODE_179_length_1293_cov_2.932566_NEMO-NC3|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium
NODE_179_length_1362_cov_4.870817_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_179_length_1474_cov_6.324266_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_179_length_1606_cov_1.795945_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_179_length_1865_cov_53.978188_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_18_length_1014_cov_2.955176_MEMO089|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_18_length_1172_cov_1.431963_MEMO111|10-percent	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_18_length_1215_cov_3.648506_MEMO109|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_18_length_1342_cov_5.689328_MEMO046-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_18_length_13948_cov_24.881479_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_18_length_1396_cov_2.211524_MEMO023|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_18_length_1578_cov_3.920053_MEMO057|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_18_length_1742_cov_26.290691_NEMO16|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_18_length_1742_cov_4.080480_MEMO076-NC|full	Bacteria	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Amazonocrinis	Amazonocrinis nigriterrae
NODE_18_length_1805_cov_47.174190_MEMO117|full	Viruses	unclassified	unclassified	unclassified	Orthomyxo-like	unclassified	Aedes alboannulatus orthomyxo-like virus
NODE_18_length_2053_cov_27.242409_MEMO126|full	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4
NODE_18_length_2143_cov_10.388190_MEMO011|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_18_length_2195_cov_3.450425_NEMO-NC2|full	Bacteria	Cyanobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_18_length_2211_cov_10.720244_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_18_length_2466_cov_7.577648_MEMO033|full	Eukaryota	Arthropoda	Insecta	Lepidoptera	Noctuidae	Trichoplusia	Trichoplusia ni
NODE_18_length_2548_cov_3.708215_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_18_length_2712_cov_6.061860_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_18_length_2928_cov_33.003157_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca domestica
NODE_18_length_2987_cov_5.698969_MEMO112|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_18_length_3116_cov_202.151037_MEMO053|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Xanthi chryso-like virus
NODE_18_length_3417_cov_43.120958_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_18_length_3999_cov_6.542070_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens
NODE_180_length_1013_cov_7.287393_MEMO076-NC|full	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	unclassified	unclassified
NODE_180_length_1145_cov_3.902622_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_180_length_1217_cov_2.485965_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_180_length_1239_cov_1.635972_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter sp.
NODE_180_length_1291_cov_5.206755_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_180_length_1360_cov_5.288387_MEMO112|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NODE_180_length_1474_cov_4.121689_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_180_length_1605_cov_5.532068_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_180_length_1828_cov_34.501428_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex molestus
NODE_180_length_2455_cov_7.173675_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_180_length_2678_cov_11.107266_MEMO108|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_181_length_1013_cov_2.753205_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
