Contig	taxID	Avg. % identity
NODE_1113_length_756_cov_2.870398_MEMO033|full	91347	83.65
NODE_1113_length_764_cov_2.238719_MEMO048|full	91347	99.8
NODE_1113_length_820_cov_1.986541_NEMO-NC3|full	5125	34.92
NODE_1114_length_500_cov_1.607565_MEMO071|full	7176	45.5
NODE_1114_length_500_cov_2.061466_MEMO085|full	7176	54.75
NODE_1114_length_507_cov_1.606977_MEMO149|full	470933	67.5
NODE_1114_length_524_cov_1.489933_NEMO31|full	518105	85.7
NODE_1114_length_525_cov_2.488839_MEMO009-NC|full	2	75.05
NODE_1114_length_556_cov_1.567850_MEMO025|full	312017	27.5
NODE_1114_length_556_cov_2.868476_MEMO133|full	518105	719.666.666.666.667
NODE_1114_length_565_cov_2.219262_NEMO-NC4|full	1895861	72.8
NODE_1114_length_585_cov_3.830709_NEMO-NC1|full	1760	99.3
NODE_1114_length_647_cov_4.901754_MEMO116|full	7176	98.8
NODE_1114_length_753_cov_6.355030_NEMO-NC2|full	1133319	39.3
NODE_1114_length_756_cov_2.561119_MEMO033|full	61645	67.4
NODE_1114_length_820_cov_1.506057_NEMO-NC3|full	284016	49.6
NODE_1115_length_500_cov_1.451537_MEMO071|full	42434	96.9
NODE_1115_length_504_cov_2.864169_NEMO15|full	7176	91.8
NODE_1115_length_506_cov_0.729604_MEMO024|full	7176	65.4
NODE_1115_length_516_cov_1.469248_MEMO102|full	7211	390.833.333.333.333
NODE_1115_length_525_cov_1.609375_MEMO009-NC|full	2774202	79.3
NODE_1115_length_532_cov_1.800000_MEMO023|full	43817	48.075
NODE_1115_length_556_cov_1.467641_MEMO025|full	5911	69.5
NODE_1115_length_585_cov_2.809055_NEMO-NC1|full	31957	993.444.444.444.445
NODE_1115_length_647_cov_2.950877_MEMO116|full	7159	80
NODE_1115_length_657_cov_1.000000_MEMO113|full	53541	40
NODE_1115_length_753_cov_2.124260_NEMO-NC2|full	2	47.05
NODE_1115_length_764_cov_1.906841_MEMO048|full	68334	100
NODE_1115_length_764_cov_2.308588_MEMO112|full	7159	73.5
NODE_1116_length_524_cov_0.720358_NEMO31|full	34485	46.3
NODE_1116_length_525_cov_1.475446_MEMO009-NC|full	1618782	68.4
NODE_1116_length_545_cov_1.523504_MEMO046-NC|full	1891241	34.2
NODE_1116_length_555_cov_4.328452_MEMO025|full	312017	88.9
NODE_1116_length_637_cov_3.326786_MEMO076-NC|full	1906665	68.7
NODE_1116_length_647_cov_1.273684_MEMO116|full	7157	651.833.333.333.333
NODE_1116_length_657_cov_0.934483_MEMO113|full	7160	56.7
NODE_1116_length_753_cov_1.124260_NEMO-NC2|full	1794811	84.5
NODE_1116_length_755_cov_4.115044_MEMO033|full	91347	96.1
NODE_1116_length_764_cov_1.018923_MEMO048|full	1903409	98.1
NODE_1116_length_819_cov_1.223720_NEMO-NC3|full	1308	98.8
NODE_1117_length_506_cov_1.573427_MEMO149|full	7176	54.6
NODE_1117_length_507_cov_2.346512_MEMO055|full	157538	67.3
NODE_1117_length_516_cov_1.425968_MEMO102|full	1518534	815.333.333.333.333
NODE_1117_length_525_cov_1.363839_MEMO009-NC|full	9544	100
NODE_1117_length_530_cov_1.114790_NEMO03|full	42434	53.1
NODE_1117_length_532_cov_1.696703_MEMO023|full	42434	87
NODE_1117_length_553_cov_0.922269_MEMO128|full	7176	61.4
NODE_1117_length_555_cov_4.142259_MEMO025|full	312017	89.2
NODE_1117_length_565_cov_1.151639_NEMO-NC4|full	76775	99.45
NODE_1117_length_647_cov_1.224561_MEMO116|full	7160	548.666.666.666.667
NODE_1117_length_657_cov_0.851724_MEMO113|full	7160	58.8
NODE_1117_length_763_cov_5.013120_MEMO048|full	1903409	977.333.333.333.333
NODE_1117_length_818_cov_8.319838_NEMO-NC3|full	573	79.1
NODE_1118_length_511_cov_1.377880_NEMO53|full	7176	70.9
NODE_1118_length_516_cov_0.915718_MEMO102|full	518105	62.53
NODE_1118_length_524_cov_0.644295_NEMO31|full	33154	312.666.666.666.667
NODE_1118_length_525_cov_1.301339_MEMO009-NC|full	61645	96.6
NODE_1118_length_556_cov_1.327766_MEMO133|full	1224	997.333.333.333.333
NODE_1118_length_565_cov_1.026639_NEMO-NC4|full	2052180	41.2
NODE_1118_length_570_cov_1.399594_MEMO050|full	1903409	961.125
NODE_1118_length_585_cov_1.251969_NEMO-NC1|full	2057741	100
NODE_1118_length_637_cov_2.726786_MEMO076-NC|full	2	77
NODE_1118_length_646_cov_4.764499_MEMO116|full	53541	982.333.333.333.333
NODE_1118_length_657_cov_0.682759_MEMO113|full	42434	769.333.333.333.333
NODE_1118_length_752_cov_1.288889_NEMO-NC2|full	1915061	100
NODE_1118_length_755_cov_2.749263_MEMO033|full	91347	98.5
NODE_1118_length_818_cov_3.986505_NEMO-NC3|full	1794811	75.725
NODE_1119_length_504_cov_2.014052_NEMO21|full	42434	71.4
NODE_1119_length_552_cov_2.587368_MEMO128|full	131567	98.94
NODE_1119_length_555_cov_3.520921_MEMO025|full	312017	61.8
NODE_1119_length_565_cov_0.885246_NEMO-NC4|full	1872519	33.8
NODE_1119_length_585_cov_1.214567_NEMO-NC1|full	1979954	82.4
NODE_1119_length_646_cov_3.813708_MEMO116|full	42434	71.3
NODE_1119_length_657_cov_0.574138_MEMO113|full	2789886	54.5
NODE_1119_length_755_cov_2.109145_MEMO033|full	1367852	66.1
NODE_111_length_1019_cov_1.891720_NEMO-NC4|full	2053650	58.4
NODE_111_length_1041_cov_8.652490_NEMO36|full	155619	475.428.571.428.571
NODE_111_length_1094_cov_15.391347_NEMO31|full	34485	29.375
NODE_111_length_1116_cov_1.314726_NEMO-NC1|full	1913988	61.1
NODE_111_length_1139_cov_1.190207_MEMO076-NC|full	2100421	34
NODE_111_length_1179_cov_2.799456_MEMO141|full	1124849	39.1
NODE_111_length_1242_cov_1.679828_MEMO115|full	7160	64.4
NODE_111_length_1315_cov_3.302908_MEMO055|full	684065	88.2
NODE_111_length_1393_cov_2.476444_MEMO113|full	2789886	35
NODE_111_length_1404_cov_4.782216_NEMO-NC2|full	1794811	80.15
NODE_111_length_1411_cov_10.460270_MEMO111|full	42155	67.4
NODE_111_length_1576_cov_10.664443_MEMO112|full	7160	54.4
NODE_111_length_1719_cov_3.251523_MEMO033|full	68334	83.1
NODE_111_length_1940_cov_5.105207_MEMO048|full	54291	98.4
NODE_111_length_508_cov_1.953596_MEMO136|full	42434	83.3
NODE_111_length_535_cov_1.659389_NEMO34|full	7160	53.8
NODE_111_length_537_cov_0.910870_NEMO19|full	518105	66.9
NODE_111_length_553_cov_7.063025_MEMO116|10-percent	217165	533.833.333.333.333
NODE_111_length_560_cov_0.569358_MEMO106|full	518105	91.1
NODE_111_length_576_cov_1.945892_NEMO52|full	518105	97.45
NODE_111_length_583_cov_1.069170_MEMO034|full	613	578.375
NODE_111_length_595_cov_1.395753_MEMO075|full	7176	100
NODE_111_length_608_cov_2.314501_NEMO29|full	7176	72.2
NODE_111_length_619_cov_1.477860_NEMO14|full	518105	69.7
NODE_111_length_623_cov_1.065934_MEMO150-NC|full	5949	51
NODE_111_length_654_cov_0.708839_MEMO142|full	7176	76.2
NODE_111_length_661_cov_1.025685_NEMO24|full	518105	56.6
NODE_111_length_662_cov_0.882051_MEMO111|10-percent	42155	62.5
NODE_111_length_671_cov_2.803030_MEMO042|full	7160	52.05
NODE_111_length_683_cov_0.960396_MEMO056|full	1224	65.25
NODE_111_length_687_cov_2.245902_NEMO54|full	7176	77.8
NODE_111_length_745_cov_1.559880_NEMO46|full	53541	57.6
NODE_111_length_848_cov_2.651102_MEMO023|full	53541	38.2
NODE_111_length_862_cov_1.036943_NEMO23|full	33340	399.642.857.142.857
NODE_111_length_996_cov_4.725789_MEMO025|full	312017	58.8
NODE_1120_length_524_cov_4.246085_MEMO009-NC|full	1760	97.3
NODE_1120_length_532_cov_1.265934_MEMO023|full	7176	743.333.333.333.333
NODE_1120_length_545_cov_0.732906_MEMO046-NC|full	1783272	751.333.333.333.333
NODE_1120_length_564_cov_2.503080_NEMO-NC4|full	286	990.666.666.666.667
NODE_1120_length_570_cov_1.192698_MEMO050|full	68334	98.8
NODE_1120_length_570_cov_2.411765_NEMO16|full	9031	73
NODE_1120_length_637_cov_2.289286_MEMO076-NC|full	1260	76.7
NODE_1120_length_751_cov_1.375371_NEMO-NC2|full	2044939	37.4
NODE_1120_length_755_cov_1.797935_MEMO033|full	1903409	993.333.333.333.333
NODE_1120_length_762_cov_2.843796_MEMO112|full	2689322	55.5
NODE_1120_length_762_cov_3.105109_MEMO048|full	1903409	99.6
NODE_1120_length_818_cov_2.646424_NEMO-NC3|full	1236	98.916
NODE_1121_length_505_cov_3.121495_MEMO149|full	28901	83
NODE_1121_length_523_cov_4.271300_NEMO31|full	37360	56.4
NODE_1121_length_532_cov_1.063736_MEMO023|full	7147	92.7
NODE_1121_length_555_cov_0.740586_MEMO143|full	42434	91.4
NODE_1121_length_646_cov_2.959578_MEMO116|full	42434	58.7
NODE_1121_length_677_cov_0.878333_MEMO111|full	42155	53.6
NODE_1121_length_751_cov_0.571217_NEMO-NC2|full	1	43
NODE_1121_length_755_cov_1.227139_MEMO033|full	573	100
NODE_1121_length_762_cov_2.637956_MEMO048|full	2640676	98.6
NODE_1122_length_505_cov_2.415888_MEMO149|full	53335	100
NODE_1122_length_515_cov_1.424658_MEMO102|full	7159	46.5
NODE_1122_length_524_cov_3.187919_MEMO009-NC|full	286	99.36
NODE_1122_length_555_cov_2.445607_MEMO025|full	312017	44.4
NODE_1122_length_564_cov_2.010267_NEMO-NC4|full	2801331	64.5
NODE_1122_length_569_cov_0.951220_MEMO050|full	36087	68.1
NODE_1122_length_637_cov_2.191071_MEMO076-NC|full	1794811	666.666.666.666.667
NODE_1122_length_646_cov_1.411248_MEMO116|full	7160	52.2
NODE_1122_length_754_cov_1.781388_MEMO033|full	1903409	97.3
NODE_1122_length_762_cov_1.084672_MEMO112|full	7159	77.9
NODE_1123_length_505_cov_1.511682_MEMO149|full	53335	84.8
NODE_1123_length_524_cov_3.091723_MEMO009-NC|full	131567	82.3
NODE_1123_length_531_cov_2.724670_MEMO023|full	43817	73.54
NODE_1123_length_551_cov_1.502110_MEMO128|full	158483	100
NODE_1123_length_554_cov_1.297694_MEMO143|full	42434	59.75
NODE_1123_length_606_cov_2.349716_MEMO115|full	42434	48
NODE_1123_length_637_cov_2.092857_MEMO076-NC|full	445	80.55
NODE_1123_length_646_cov_1.007030_MEMO116|full	53541	867.769.230.769.231
NODE_1123_length_656_cov_1.298791_MEMO113|full	1	34.7
NODE_1123_length_750_cov_2.548291_NEMO-NC2|full	224471	67.8
NODE_1123_length_754_cov_1.570162_MEMO033|full	1903409	100
NODE_1123_length_762_cov_0.696350_MEMO112|full	7160	54.9
NODE_1123_length_762_cov_1.851095_MEMO048|full	1903409	989.476.190.476.191
NODE_1123_length_818_cov_1.970310_NEMO-NC3|full	1308	99.7
NODE_1124_length_544_cov_2.263383_MEMO046-NC|full	91943	764.777.777.777.778
NODE_1124_length_550_cov_2.704017_NEMO33|full	1206794	56.35
NODE_1124_length_551_cov_1.495781_MEMO128|full	543	876.666.666.666.667
NODE_1124_length_554_cov_1.142558_MEMO143|full	1206794	59.1
NODE_1124_length_554_cov_3.765199_MEMO025|full	2759	320.625
NODE_1124_length_564_cov_1.728953_NEMO-NC4|full	32008	49.85
NODE_1124_length_584_cov_1.562130_NEMO-NC1|full	1794811	68.1
NODE_1124_length_637_cov_1.783929_MEMO076-NC|full	1618744	72.3
NODE_1124_length_656_cov_1.110535_MEMO113|full	7159	61.9
NODE_1124_length_750_cov_1.530461_NEMO-NC2|full	1978230	52.1
NODE_1124_length_753_cov_7.217456_MEMO033|full	1628855	95.2
NODE_1124_length_761_cov_4.859649_MEMO048|full	91347	99.15
NODE_1125_length_505_cov_1.425234_MEMO149|full	53335	976.352.941.176.471
NODE_1125_length_550_cov_1.581395_NEMO33|full	7160	39.65
NODE_1125_length_554_cov_1.111111_MEMO143|full	747676	75
NODE_1125_length_564_cov_1.503080_NEMO-NC4|full	1	620.333.333.333.333
NODE_1125_length_568_cov_1.334012_MEMO050|full	7176	66.3
NODE_1125_length_606_cov_1.107750_MEMO115|full	53541	73.7
NODE_1125_length_656_cov_0.979275_MEMO113|full	44542	52
NODE_1125_length_676_cov_1.265442_MEMO111|full	7160	48.1
NODE_1125_length_749_cov_2.528274_NEMO-NC2|full	1278819	34.3
NODE_1125_length_753_cov_3.625740_MEMO033|full	1903409	989.333.333.333.333
NODE_1125_length_761_cov_1.013158_MEMO112|full	518105	604.888.888.888.889
NODE_1125_length_817_cov_2.355405_NEMO-NC3|full	562	996.772.727.272.727
NODE_1126_length_504_cov_1.114754_MEMO024|full	42434	72.6
NODE_1126_length_505_cov_1.413551_MEMO149|full	553	98.8
NODE_1126_length_551_cov_1.099156_MEMO128|full	544	79.75
NODE_1126_length_554_cov_3.236897_MEMO025|full	312017	59.3
NODE_1126_length_564_cov_1.402464_NEMO-NC4|full	159749	49.2
NODE_1126_length_568_cov_1.175153_MEMO050|full	30069	70.7
NODE_1126_length_655_cov_1.242215_MEMO113|full	7160	46.8
NODE_1126_length_676_cov_1.205342_MEMO111|full	7160	76.1
NODE_1126_length_748_cov_2.397914_NEMO-NC2|full	200644	98.475
NODE_1126_length_751_cov_4.979228_MEMO033|full	1903409	99.16
NODE_1127_length_503_cov_1.976526_NEMO15|full	42434	93.3
NODE_1127_length_503_cov_2.251174_NEMO21|full	343691	53.2
NODE_1127_length_505_cov_1.273364_MEMO149|full	53335	99.25
NODE_1127_length_510_cov_1.969977_NEMO53|full	42434	90.5
NODE_1127_length_524_cov_0.950783_MEMO009-NC|full	507	99.54
NODE_1127_length_531_cov_1.955947_MEMO023|full	7176	52.8
NODE_1127_length_544_cov_1.982869_MEMO046-NC|full	2044939	29.7
NODE_1127_length_554_cov_2.890985_MEMO025|full	312017	89.7
NODE_1127_length_567_cov_1.334694_MEMO050|full	7176	42.1
NODE_1127_length_584_cov_1.124260_NEMO-NC1|full	374	99.7
NODE_1127_length_645_cov_1.957746_MEMO116|full	7148	34.32
NODE_1127_length_748_cov_2.172876_NEMO-NC2|full	237258	941.333.333.333.333
NODE_1127_length_751_cov_3.308605_MEMO033|full	91347	99.4
NODE_1127_length_817_cov_1.351351_NEMO-NC3|full	2052180	78
NODE_1128_length_505_cov_1.109813_MEMO149|full	53335	993.333.333.333.333
NODE_1128_length_523_cov_5.625561_MEMO009-NC|full	1913988	77.9
NODE_1128_length_531_cov_1.770925_MEMO023|full	7176	78.6
NODE_1128_length_544_cov_0.905782_MEMO046-NC|full	131567	52.35
NODE_1128_length_555_cov_1.244770_MEMO133|full	7176	37.7
NODE_1128_length_564_cov_1.151951_NEMO-NC4|full	1	51.4
NODE_1128_length_567_cov_1.244898_MEMO050|full	1903409	91.2
NODE_1128_length_584_cov_0.990138_NEMO-NC1|full	374	996.666.666.666.667
NODE_1128_length_636_cov_2.032200_MEMO076-NC|full	722472	39.5
NODE_1128_length_645_cov_1.216549_MEMO116|full	7159	90.6
NODE_1128_length_751_cov_2.824926_MEMO033|full	91347	99.16
NODE_1128_length_816_cov_5.341001_NEMO-NC3|full	721885	48.6
NODE_1129_length_505_cov_1.044393_MEMO149|full	53335	99.375
NODE_1129_length_510_cov_1.769053_NEMO53|full	7176	53.2
NODE_1129_length_523_cov_3.251121_MEMO009-NC|full	77020	81
NODE_1129_length_554_cov_2.450734_MEMO025|full	312017	39.7
NODE_1129_length_564_cov_0.815195_NEMO-NC4|full	31957	96.472
NODE_1129_length_566_cov_2.030675_NEMO32|full	33154	46.625
NODE_1129_length_569_cov_2.355691_NEMO16|full	518105	98.7
NODE_1129_length_584_cov_0.719921_NEMO-NC1|full	28211	993.111.111.111.111
NODE_1129_length_645_cov_0.767606_MEMO116|full	7160	60.7
NODE_1129_length_748_cov_1.293592_NEMO-NC2|full	265	325.333.333.333.333
NODE_1129_length_751_cov_2.186944_MEMO033|full	1903409	97.8
NODE_1129_length_760_cov_1.988287_MEMO112|full	7160	61.1
NODE_1129_length_760_cov_5.257687_MEMO048|full	91347	96.15
NODE_1129_length_816_cov_3.801083_NEMO-NC3|full	562	98.68
NODE_112_length_1115_cov_2.143545_NEMO-NC1|full	2	62
NODE_112_length_1127_cov_2.500952_MEMO031|full	329647	94.4
NODE_112_length_1172_cov_2.610959_MEMO141|full	2788436	58.65
NODE_112_length_1403_cov_5.318250_NEMO-NC2|full	10699	85.9
NODE_112_length_1572_cov_23.722408_MEMO112|full	99883	50.6
NODE_112_length_1719_cov_2.096224_MEMO033|full	68334	98.3
NODE_112_length_1931_cov_4.822006_MEMO048|full	1903409	997.333.333.333.333
NODE_112_length_4172_cov_29.288645_MEMO127|full	2640676	100
NODE_112_length_500_cov_0.834515_MEMO094|full	43817	52.075
NODE_112_length_504_cov_1.548009_NEMO12|full	6072	368.055.555.555.556
NODE_112_length_536_cov_1.204793_MEMO017|full	59201	64.8
NODE_112_length_566_cov_2.245399_MEMO006|full	518105	63.08
NODE_112_length_583_cov_1.059289_MEMO034|full	336804	82.9
NODE_112_length_590_cov_1.228070_MEMO081|full	42434	98.5
NODE_112_length_598_cov_1.224568_MEMO103|full	1206794	79.65
NODE_112_length_622_cov_2.433028_MEMO150-NC|full	158836	53.2
NODE_112_length_660_cov_2.180103_NEMO24|full	42434	57.3
NODE_112_length_682_cov_1.836364_MEMO056|full	33074	76.2
NODE_112_length_701_cov_1.839744_MEMO089|full	7176	42.3
NODE_112_length_810_cov_1.043656_MEMO097|full	53541	38.325
NODE_112_length_842_cov_2.163399_MEMO023|full	518105	30
NODE_112_length_848_cov_2.040208_NEMO21|full	7160	66.4
NODE_112_length_852_cov_1.802581_MEMO009-NC|full	31957	99.36
NODE_1130_length_503_cov_2.103286_NEMO21|full	7160	81.3
NODE_1130_length_505_cov_1.011682_MEMO149|full	53335	985.217.391.304.348
NODE_1130_length_549_cov_1.351695_NEMO33|full	7159	57.1
NODE_1130_length_550_cov_1.245243_MEMO128|full	518105	24
NODE_1130_length_553_cov_1.500000_MEMO143|full	518105	71
NODE_1130_length_554_cov_2.184486_MEMO025|full	312017	67.9
NODE_1130_length_569_cov_2.069106_NEMO16|full	42434	99.5
NODE_1130_length_636_cov_1.243292_MEMO076-NC|full	77298	48.9
NODE_1130_length_645_cov_0.727113_MEMO116|full	7160	70
NODE_1130_length_748_cov_1.053651_NEMO-NC2|full	237258	97.275
NODE_1130_length_751_cov_1.522255_MEMO033|full	1903409	96.6
NODE_1130_length_760_cov_1.732064_MEMO112|full	43817	468.666.666.666.667
NODE_1131_length_503_cov_1.706573_NEMO21|full	42434	100
NODE_1131_length_505_cov_1.497664_MEMO055|full	42434	50
NODE_1131_length_523_cov_2.508969_MEMO009-NC|full	9526	938.285.714.285.714
NODE_1131_length_531_cov_1.356828_MEMO023|full	518105	95.2
NODE_1131_length_554_cov_2.069182_MEMO025|full	312017	64
NODE_1131_length_555_cov_1.064854_MEMO133|full	42434	82.9
NODE_1131_length_569_cov_1.796748_NEMO16|full	42434	43.6
NODE_1131_length_605_cov_1.452652_MEMO115|full	7160	79.3
NODE_1131_length_674_cov_2.946399_MEMO111|full	104421	72.7
NODE_1131_length_750_cov_5.026746_MEMO033|full	1903409	99.3
NODE_1131_length_760_cov_3.354319_MEMO048|full	1903409	997.333.333.333.333
NODE_1131_length_816_cov_2.759134_NEMO-NC3|full	1802301	46.3
NODE_1132_length_503_cov_1.593897_NEMO21|full	518105	93.5
NODE_1132_length_505_cov_1.313084_MEMO055|full	518105	84.9
NODE_1132_length_523_cov_2.446188_MEMO009-NC|full	1659195	70.5
NODE_1132_length_550_cov_0.818182_MEMO128|full	42434	80
NODE_1132_length_583_cov_2.662055_NEMO-NC1|full	1978230	68.9
NODE_1132_length_605_cov_1.164773_MEMO115|full	518105	428.333.333.333.333
NODE_1132_length_644_cov_2.047619_MEMO116|full	7160	76.2
NODE_1132_length_750_cov_4.766716_MEMO033|full	1903409	97.7
NODE_1132_length_760_cov_2.433382_MEMO048|full	573	98.6
NODE_1132_length_816_cov_2.686062_NEMO-NC3|full	721885	98.1
NODE_1133_length_549_cov_1.012712_NEMO33|full	42434	84.1
NODE_1133_length_549_cov_2.152542_MEMO128|full	158484	97.5
NODE_1133_length_552_cov_2.726316_MEMO143|full	7176	43.9
NODE_1133_length_563_cov_1.600823_NEMO-NC4|full	1236	59.33
NODE_1133_length_564_cov_1.763860_MEMO050|full	1928656	98.9
NODE_1133_length_605_cov_1.058712_MEMO115|full	7159	54.3
NODE_1133_length_747_cov_2.670149_NEMO-NC2|full	2202734	94.6
NODE_1133_length_750_cov_3.465082_MEMO033|full	1903409	97.65
NODE_1133_length_760_cov_1.367496_MEMO112|full	7160	74.1
NODE_1134_length_523_cov_2.224215_MEMO009-NC|full	2026773	25.7
NODE_1134_length_543_cov_1.830472_MEMO046-NC|full	2034272	62.5
NODE_1134_length_554_cov_1.243187_MEMO025|full	312017	62.9
NODE_1134_length_604_cov_2.476281_MEMO115|full	7160	68
NODE_1134_length_746_cov_5.886398_NEMO-NC2|full	673372	47.7
NODE_1134_length_750_cov_2.616642_MEMO033|full	68334	96.6
NODE_1134_length_760_cov_1.185944_MEMO112|full	551	99.4
NODE_1135_length_514_cov_0.828375_MEMO102|full	43817	49.9
NODE_1135_length_523_cov_1.786996_MEMO009-NC|full	1301	95.84
NODE_1135_length_549_cov_1.754237_MEMO128|full	158483	100
NODE_1135_length_562_cov_3.167010_NEMO-NC4|full	2497619	60.2
NODE_1135_length_634_cov_5.330341_MEMO076-NC|full	2026720	51.7
NODE_1135_length_673_cov_2.085570_MEMO111|full	7159	62
NODE_1135_length_750_cov_1.708767_MEMO033|full	1903409	956.333.333.333.333
NODE_1135_length_759_cov_3.363636_MEMO048|full	1903409	97.6
NODE_1135_length_816_cov_1.893099_NEMO-NC3|full	1117	40.85
NODE_1136_length_509_cov_2.759259_NEMO53|full	518105	75.8
NODE_1136_length_523_cov_1.755605_MEMO009-NC|full	2	473.666.666.666.667
NODE_1136_length_543_cov_1.564378_MEMO046-NC|full	286	98.8
NODE_1136_length_548_cov_1.864119_NEMO33|full	518105	100
NODE_1136_length_565_cov_1.721311_NEMO32|full	7748	44.4
NODE_1136_length_583_cov_1.001976_NEMO-NC1|full	1355477	83.5
NODE_1136_length_604_cov_1.713472_MEMO115|full	7159	40.7
NODE_1136_length_653_cov_1.215278_MEMO113|full	7176	48.2
NODE_1136_length_759_cov_1.785924_MEMO048|full	1903409	99.175
NODE_1136_length_759_cov_2.265396_MEMO112|full	2789886	85.3
NODE_1137_length_502_cov_1.571765_MEMO024|full	7176	100
NODE_1137_length_503_cov_2.206573_MEMO149|full	553	983.888.888.888.889
NODE_1137_length_513_cov_2.059633_MEMO102|full	33392	684.285.714.285.714
NODE_1137_length_521_cov_11.718468_NEMO31|full	46969	28.85
NODE_1137_length_553_cov_3.806723_MEMO025|full	312017	53
NODE_1137_length_562_cov_0.989691_NEMO-NC4|full	33634	39
NODE_1137_length_604_cov_1.645161_MEMO115|full	7160	64.3
NODE_1137_length_653_cov_1.015625_MEMO113|full	7160	56.5
NODE_1137_length_749_cov_1.802083_MEMO033|full	573	91.5
NODE_1137_length_758_cov_2.340675_MEMO112|full	7160	50.675
NODE_1137_length_758_cov_2.954479_MEMO048|full	1903409	99.28
NODE_1137_length_816_cov_1.561570_NEMO-NC3|full	155619	33.6
NODE_1138_length_521_cov_6.123874_NEMO31|full	34485	50
NODE_1138_length_523_cov_1.585202_MEMO009-NC|full	2045217	46.2
NODE_1138_length_530_cov_1.437086_MEMO023|full	7176	78
NODE_1138_length_549_cov_1.447034_MEMO128|full	158483	99.2
NODE_1138_length_553_cov_2.926471_MEMO025|full	312017	59.8
NODE_1138_length_561_cov_2.793388_NEMO-NC4|full	286	889.083.333.333.333
NODE_1138_length_582_cov_3.380198_NEMO-NC1|full	1852867	52.2
